Tag,basal_d,dbh,height,exposure,h_dbh,Notes,second coord,wsg
69612,37.3,16.5,6,3,,,,0.30931403
37688,31.5,13.6,5.5,3,,,,0.30931403
37678,33.6,13.3,4.6,2,,,,0.30931403
37678,15,10.8,0.7,1,0.3,,-50cm from 37678,0.30931403
174626,21.8,10,1.65,2,1.1,,,0.30931403
141174,34.3,16.3,5,2,,,,0.30931403
174625,23.2,11.9,2.6,2,,,,0.30931403
174627,25.1,11.1,2.3,2,,,,0.30931403
141262,24.9,12.8,2.9,2,,,,0.30931403
78958,34.4,15.7,5.3,3,,,,0.30931403
77197,31.9,15.8,5.7,3,,,,0.30931403
174555,27.3,12.8,2.4,2,,,,0.30931403
140795,16.7,8.4,1.6,2,1,,,0.30931403
13845,27.1,14.2,5.8,3,,,,0.30931403
77287,27.4,12.4,3.9,2,,,,0.30931403
141162,24.5,12.9,3.4,2,,,,0.30931403
141157,20.9,8.8,1.7,2,,,,0.30931403
69602,24.8,11.2,4.1,2,,,,0.30931403
12908,18.4,12.7,1.1,1,0.25,,-close to 12908,0.30931403
69756,36.8,15.9,7.3,3,,,,0.30931403
169,20.5,9.5,1.4,1,0.8,,,0.30931403
37662,33.1,16.2,6.7,3,,,,0.30931403
170,22.2,14.6,1.3,1,0.5,,,0.30931403
129658,37.7,16.2,6.8,3,,,,0.30931403
140687,18.4,9.1,2.8,2,,,,0.30931403
140688,21.9,9.8,2.7,2,,,,0.30931403
76430,22,10.1,2.7,2,,,,0.30931403
76449,16.5,8.5,2.2,2,,,,0.30931403
170886,14.9,14.2,0.75,1,0.15,,-5m from 170886,0.30931403
170886,12.6,8.1,0.9,1,0.3,,-5m from 170886,0.30931403
170886,18.1,10.1,1.3,1,0.6,,-2m from 170886,0.30931403
170885,9.7,19.2,2.4,2,,,,0.30931403
170886,20.8,10.5,1.95,2,,,,0.30931403
140675,19.7,7.5,1.75,2,,,,0.30931403
140678,27.9,13.5,3,2,,,,0.30931403
140676,21.4,11.4,3.2,2,,,,0.30931403
76087,26.1,11.2,4.9,2,,,,0.30931403
76345,21.1,9.8,2.5,2,,,,0.30931403
13799,17,11.7,0.9,1,0.45,,-2m from 13799,0.30931403
140670,18,11.2,1.3,1,0.6,,-2m from 140670,0.30931403
140670,20.3,8.2,1.4,1,0.8,,,0.30931403
140669,23.6,10.5,2.4,2,,,,0.30931403
140668,15.8,7.2,1.7,2,,,,0.30931403
140663,23.9,10.8,2.3,2,,,,0.30931403
75898,29,12,2.8,2,,,,0.30931403
75897,33.8,15.3,8,2,,,,0.30931403
140660,14.7,9.3,3.8,2,,,,0.30931403
37852,20.7,12.9,5.3,2,,,,0.30931403
37852,16,12.1,3.6,2,,,-3m from 37852,0.30931403
140654,20.3,11.9,3.9,2,,,,0.30931403
13774,29,19.7,12.6,4,,,,0.30931403
37851,31.7,17.4,7.6,2,,,,0.30931403
13767,24,14.9,10.8,3,,,,0.30931403
13766,28.3,18.4,11.4,4,,,,0.30931403
77063,28.2,13.2,3.3,2,,,,0.30931403
172076,22.6,10.4,1.6,2,0.95,,,0.30931403
142648,27,13,4.8,2,,,,0.30931403
77055,20.6,9.1,3,2,,,,0.30931403
77069,31.8,12,6.4,3,,,,0.30931403
172078,18.4,8.7,1.4,2,,,,0.30931403
142683,20,8.2,1.9,2,,,,0.30931403
172088,24.5,12.6,2.7,2,,,,0.30931403
142704,27.4,12.1,3.3,2,,,,0.30931403
77434,21.4,12.2,4.1,2,,,,0.30931403
77582,27,13,5.2,2,,,,0.30931403
172097,26.2,12.4,3.2,2,,,,0.30931403
77564,21.1,18.9,1,1,0.2,,-3m from 77564,0.30931403
77564,29.1,12.6,6.1,2,,,,0.30931403
170880,23.5,11.2,2.4,2,,,,0.30931403
177411,19.2,9.3,1.75,2,0.85,,,0.30931403
140713,26.4,11.3,2.9,2,,,,0.30931403
140712,13.8,5.9,1.4,1,1.1,,,0.30931403
37903,20.2,8,1.65,2,,,,0.30931403
79020,33.5,15.8,5,2,,,,0.30931403
177419,23.5,11.1,1.5,2,0.85,,,0.30931403
38574,22.5,10.5,2.8,2,,,,0.30931403
142867,27.6,12.8,3,2,,,,0.30931403
142868,19.3,8.8,2.2,2,,,,0.30931403
14615,31.7,15.5,6.4,3,,,,0.30931403
442870,24.1,12.5,3.9,2,,,,0.30931403
38502,32.9,16.5,7.9,3,,,,0.30931403
14607,37.6,17.2,10.2,4,,,,0.30931403
14607,30.3,12.5,3.5,2,,,-1m from 14607,0.30931403
14591,31.4,15.7,9.9,4,,,,0.30931403
77988,21.9,11.5,3.3,2,,,,0.30931403
14624,25.2,13.5,9.9,4,,,,0.30931403
38588,33.1,15.4,4.2,2,,,,0.30931403
14619,33.2,15.3,9.8,3,,,,0.30931403
174780,20.8,9.2,1.55,3,0.9,,,0.30931403
77670,32.4,13.6,7.8,3,,,,0.30931403
14637,30.8,19.3,12.4,4,,,,0.30931403
14635,39.2,18.3,11.3,4,,,,0.30931403
14642,34.6,14.2,8.5,3,,,,0.30931403
142988,28.9,12.3,2.5,2,,,,0.30931403
77967,32.7,13.1,2.6,2,,"fallen down, Growing up again ( bended shape)",,0.30931403
77692,34.9,14.6,5.6,2,,,,0.30931403
38712,26.8,12.6,3.3,2,,,,0.30931403
38709,31.1,15,6.6,2,,,,0.30931403
88817,25.3,12.9,4.3,2,,,,0.30931403
89844,29.8,14.4,5.8,2,,,,0.30931403
89916,26.1,13.5,6.3,2,,,,0.30931403
89812,29.6,13.8,4.9,2,,,,0.30931403
89812,12.9,12.8,0.7,1,0.1,,-5m from 89812,0.30931403
89915,29.4,13.3,5.8,2,,,,0.30931403
89915,32.5,14.9,2.4,2,,,"-Tag lost, 4m from 89915",0.30931403
147223,21.6,10.8,2.8,2,,,,0.30931403
86962,26.9,15.3,6.4,2,,,,0.30931403
15973,35.2,14.4,7,2,,,,0.30931403
88511,32.2,14,6,2,,,,0.30931403
88511,15.4,12.3,1.3,1,0.4,,-2m from 88511,0.30931403
9105,33.1,15.3,7,2,,,,0.30931403
88565,29.8,13.4,5,2,,,,0.30931403
147050,29.3,13.5,2.9,2,,,,0.30931403
89466,23.3,12.3,2.5,2,,,,0.30931403
145982,23,11.5,2,2,,,,0.30931403
173062,16,9,2.1,2,,,,0.30931403
173060,16.2,9.5,2.2,2,,,,0.30931403
173070,24.4,12.5,2.4,2,,,,0.30931403
178313,14.8,14.8,0.7,1,0.5,,-1.5m from 178313,0.30931403
178313,26.2,13.2,1.4,1,0.4,,,0.30931403
175525,25.9,11.5,2.1,2,,,,0.30931403
175525,11,9.5,0.6,1,0.1,,-1m from 175525,0.30931403
175526,27.3,12.6,2.05,2,,,,0.30931403
175526,25.5,17.5,1.4,1,0.25,,-2m from 175526,0.30931403
175516,27.5,14,2.5,2,,,,0.30931403
101213,21.2,13.3,3.9,2,,,,0.30931403
175522,15.6,7.2,1.5,2,1,,,0.30931403
100157,28.9,14.2,5.3,2,,,,0.30931403
127045,27,16.4,5.4,2,,,,0.30931403
157326,32.8,13.9,6.8,3,,,,0.30931403
100000,34.6,15.9,7,3,,,,0.30931403
127056,25,11.6,3.9,2,,,,0.30931403
99967,32.2,14.3,7.2,3,,,,0.30931403
99966,28.2,14.9,7.8,3,,,,0.30931403
107964,33.3,17.6,8.7,3,,,,0.30931403
157222,27.5,13,3.9,2,,,,0.30931403
127210,20.7,14.6,6.2,2,,,,0.30931403
100234,30.9,13.9,7,3,,,,0.30931403
157132,30.1,13.6,4.7,2,,,,0.30931403
100460,31.2,13.5,6.1,2,,,,0.30931403
100647,24.3,12.2,3.7,2,,,,0.30931403
156441,27.1,14.2,4.8,2,,,,0.30931403
156441,20.7,12.2,1.6,1,0.45,,-2m from 156441,0.30931403
156441,15.1,9.7,1.1,1,0.35,,-2m from 156441,0.30931403
171927,32.4,14.2,4.5,2,,,,0.30931403
171928,28,16.9,3.3,2,,,,0.30931403
127235,26.8,16.4,1.5,2,0.25,,-1m from 127235,0.30931403
160472,23.4,9.6,2.1,2,,,,0.30931403
119110,22.1,10.9,3.4,2,,,,0.30931403
119397,26.5,13.4,4.8,2,,,,0.30931403
179453,18,11,2.15,2,0.7,,,0.30931403
179452,25.1,9.9,2.1,2,,,,0.30931403
18176,16.2,10.4,1.3,1,0.6,,-2m from 18176,0.30931403
119130,23,10.6,3.3,2,,,,0.30931403
175910,22.1,10.1,2.3,2,,,,0.30931403
161770,29.8,13.8,4.7,2,,,,0.30931403
118921,31.4,14.3,6.2,2,,,,0.30931403
NA,17.9,10,1.4,2,0.7,,,0.30931403
118937,30,14,4.7,2,,,,0.30931403
118947,34.8,13.1,6.7,2,,,,0.30931403
18980,28,12.3,3.2,2,,,-1m from 18980,0.30931403
118899,27.7,13.1,6.6,2,,,,0.30931403
118911,19.5,7.7,1.8,2,,,,0.30931403
128872,26.6,14,5,2,,,,0.30931403
161870,21.9,11,3.1,2,,,,0.30931403
